epsilon: 0.080, cost: 1, gamma: 0.000, test.rmse: 113.341, train.rmse: 93.758
epsilon: 0.080, cost: 1, gamma: 0.100, test.rmse: 69.685, train.rmse: 57.575
epsilon: 0.080, cost: 1, gamma: 0.200, test.rmse: 68.337, train.rmse: 55.921
epsilon: 0.080, cost: 1, gamma: 0.300, test.rmse: 68.566, train.rmse: 55.691
epsilon: 0.080, cost: 1, gamma: 0.400, test.rmse: 68.624, train.rmse: 55.325
epsilon: 0.080, cost: 1, gamma: 0.500, test.rmse: 68.888, train.rmse: 55.186
epsilon: 0.080, cost: 1, gamma: 0.600, test.rmse: 68.998, train.rmse: 55.483
epsilon: 0.080, cost: 1, gamma: 0.700, test.rmse: 69.036, train.rmse: 55.580
epsilon: 0.080, cost: 1, gamma: 0.800, test.rmse: 69.127, train.rmse: 55.604
epsilon: 0.080, cost: 1, gamma: 0.900, test.rmse: 69.500, train.rmse: 55.677
epsilon: 0.080, cost: 1, gamma: 1.000, test.rmse: 70.128, train.rmse: 55.800
epsilon: 0.080, cost: 1, gamma: 1.100, test.rmse: 70.654, train.rmse: 55.904
epsilon: 0.080, cost: 1, gamma: 1.200, test.rmse: 71.256, train.rmse: 56.006
epsilon: 0.080, cost: 1, gamma: 1.300, test.rmse: 71.874, train.rmse: 56.014
epsilon: 0.080, cost: 1, gamma: 1.400, test.rmse: 72.451, train.rmse: 56.010
epsilon: 0.080, cost: 1, gamma: 1.500, test.rmse: 73.069, train.rmse: 55.985
epsilon: 0.080, cost: 1, gamma: 1.600, test.rmse: 73.701, train.rmse: 55.979
epsilon: 0.080, cost: 1, gamma: 1.700, test.rmse: 74.332, train.rmse: 55.981
epsilon: 0.080, cost: 1, gamma: 1.800, test.rmse: 74.997, train.rmse: 56.005
epsilon: 0.080, cost: 1, gamma: 1.900, test.rmse: 75.659, train.rmse: 56.053
epsilon: 0.080, cost: 1, gamma: 2.000, test.rmse: 76.214, train.rmse: 56.099
epsilon: 0.080, cost: 1, gamma: 2.100, test.rmse: 76.775, train.rmse: 56.127
epsilon: 0.080, cost: 1, gamma: 2.200, test.rmse: 77.302, train.rmse: 56.139
epsilon: 0.080, cost: 1, gamma: 2.300, test.rmse: 77.811, train.rmse: 56.151
epsilon: 0.080, cost: 1, gamma: 2.400, test.rmse: 78.321, train.rmse: 56.165
epsilon: 0.080, cost: 1, gamma: 2.500, test.rmse: 78.821, train.rmse: 56.182
epsilon: 0.080, cost: 1, gamma: 2.600, test.rmse: 79.313, train.rmse: 56.199
epsilon: 0.080, cost: 1, gamma: 2.700, test.rmse: 79.801, train.rmse: 56.220
epsilon: 0.080, cost: 1, gamma: 2.800, test.rmse: 80.278, train.rmse: 56.240
epsilon: 0.080, cost: 1, gamma: 2.900, test.rmse: 80.739, train.rmse: 56.256
epsilon: 0.080, cost: 1, gamma: 3.000, test.rmse: 81.188, train.rmse: 56.262
epsilon: 0.080, cost: 1, gamma: 3.100, test.rmse: 81.653, train.rmse: 56.263
epsilon: 0.080, cost: 1, gamma: 3.200, test.rmse: 82.118, train.rmse: 56.267
epsilon: 0.080, cost: 1, gamma: 3.300, test.rmse: 82.575, train.rmse: 56.284
epsilon: 0.080, cost: 1, gamma: 3.400, test.rmse: 83.021, train.rmse: 56.303
epsilon: 0.080, cost: 1, gamma: 3.500, test.rmse: 83.477, train.rmse: 56.325
epsilon: 0.080, cost: 1, gamma: 3.600, test.rmse: 83.930, train.rmse: 56.343
epsilon: 0.080, cost: 1, gamma: 3.700, test.rmse: 84.383, train.rmse: 56.365
epsilon: 0.080, cost: 1, gamma: 3.800, test.rmse: 84.789, train.rmse: 56.381
epsilon: 0.080, cost: 1, gamma: 3.900, test.rmse: 85.193, train.rmse: 56.395
epsilon: 0.080, cost: 1, gamma: 4.000, test.rmse: 85.587, train.rmse: 56.423
epsilon: 0.080, cost: 1, gamma: 4.100, test.rmse: 85.978, train.rmse: 56.458
epsilon: 0.080, cost: 1, gamma: 4.200, test.rmse: 86.375, train.rmse: 56.504
epsilon: 0.080, cost: 1, gamma: 4.300, test.rmse: 86.765, train.rmse: 56.552
epsilon: 0.080, cost: 1, gamma: 4.400, test.rmse: 87.153, train.rmse: 56.592
epsilon: 0.080, cost: 1, gamma: 4.500, test.rmse: 87.543, train.rmse: 56.599
epsilon: 0.080, cost: 1, gamma: 4.600, test.rmse: 87.919, train.rmse: 56.608
epsilon: 0.080, cost: 1, gamma: 4.700, test.rmse: 88.284, train.rmse: 56.616
epsilon: 0.080, cost: 1, gamma: 4.800, test.rmse: 88.639, train.rmse: 56.623
epsilon: 0.080, cost: 1, gamma: 4.900, test.rmse: 88.982, train.rmse: 56.629
epsilon: 0.080, cost: 1, gamma: 5.000, test.rmse: 89.318, train.rmse: 56.626
epsilon: 0.080, cost: 1, gamma: 5.100, test.rmse: 89.629, train.rmse: 56.598
epsilon: 0.080, cost: 1, gamma: 5.200, test.rmse: 89.925, train.rmse: 56.561
epsilon: 0.080, cost: 1, gamma: 5.300, test.rmse: 90.219, train.rmse: 56.525
epsilon: 0.080, cost: 1, gamma: 5.400, test.rmse: 90.507, train.rmse: 56.491
epsilon: 0.080, cost: 1, gamma: 5.500, test.rmse: 90.794, train.rmse: 56.458
epsilon: 0.080, cost: 1, gamma: 5.600, test.rmse: 91.079, train.rmse: 56.431
epsilon: 0.080, cost: 1, gamma: 5.700, test.rmse: 91.363, train.rmse: 56.406
epsilon: 0.080, cost: 1, gamma: 5.800, test.rmse: 91.640, train.rmse: 56.387
epsilon: 0.080, cost: 1, gamma: 5.900, test.rmse: 91.910, train.rmse: 56.367
epsilon: 0.080, cost: 1, gamma: 6.000, test.rmse: 92.169, train.rmse: 56.351
epsilon: 0.080, cost: 1, gamma: 6.100, test.rmse: 92.423, train.rmse: 56.336
epsilon: 0.080, cost: 1, gamma: 6.200, test.rmse: 92.670, train.rmse: 56.323
epsilon: 0.080, cost: 1, gamma: 6.300, test.rmse: 92.913, train.rmse: 56.312
epsilon: 0.080, cost: 1, gamma: 6.400, test.rmse: 93.151, train.rmse: 56.304
epsilon: 0.080, cost: 1, gamma: 6.500, test.rmse: 93.385, train.rmse: 56.298
epsilon: 0.080, cost: 1, gamma: 6.600, test.rmse: 93.614, train.rmse: 56.292
epsilon: 0.080, cost: 1, gamma: 6.700, test.rmse: 93.834, train.rmse: 56.289
epsilon: 0.080, cost: 1, gamma: 6.800, test.rmse: 94.044, train.rmse: 56.284
epsilon: 0.080, cost: 1, gamma: 6.900, test.rmse: 94.246, train.rmse: 56.279
epsilon: 0.080, cost: 1, gamma: 7.000, test.rmse: 94.444, train.rmse: 56.276
epsilon: 0.080, cost: 1, gamma: 7.100, test.rmse: 94.636, train.rmse: 56.269
epsilon: 0.080, cost: 1, gamma: 7.200, test.rmse: 94.805, train.rmse: 56.253
epsilon: 0.080, cost: 1, gamma: 7.300, test.rmse: 94.966, train.rmse: 56.239
